limit,gender,education,marriage,age,behind1,behind2,behind3,behind4,behind5,behind6,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default
7143.49,1,1,2,33,0,0,0,0,0,0,435.82,70.15,435.07,211.02,39.79,296.96,178.37,435.07,71.43,39.79,296.96,39.79,0
5357.62,1,1,2,34,0,2,2,2,0,0,1455.45,1422.09,1674.69,1637.0,1891.88,2144.26,0.0,304.96,0.0,314.67,319.39,333.74,0
5357.62,1,1,1,42,0,0,0,0,0,0,97.01,0.0,39.5,47.25,74.94,0.0,0.0,39.5,47.25,74.94,0.0,0.0,0
7857.84,1,1,1,49,0,0,0,0,0,0,50.36,20.72,49.5,-0.5,220.02,46.68,20.72,49.5,0.0,220.52,46.68,47.9,0
15001.34,2,3,2,35,0,0,0,0,0,0,2355.85,2275.74,2221.66,2004.64,1754.23,1698.83,125.01,107.22,78.58,60.72,64.29,60.72,0
10358.07,2,2,1,28,0,0,0,0,0,0,866.4,311.56,224.38,87.15,0.0,0.0,72.36,136.23,87.58,0.0,0.0,0.0,0
1785.87,2,2,1,34,2,2,2,2,2,2,1594.93,1630.5,1654.43,1617.64,1725.94,1753.51,71.43,60.72,0.0,134.3,60.72,0.0,0
7143.49,2,2,1,37,0,0,0,0,0,0,11.18,0.0,11.18,5.43,5.29,17.79,0.0,11.18,5.43,5.29,17.79,5.29,0
7143.49,2,1,2,26,0,0,0,0,0,0,79.72,141.69,48.15,744.21,47.18,20.04,141.69,48.15,744.21,47.18,20.04,103.76,0
7500.67,2,1,2,29,0,0,0,0,0,0,7116.74,7327.19,6867.04,6018.79,5178.32,5489.99,322.35,303.85,205.02,183.16,392.89,0.0,0
714.35,1,3,3,46,0,0,0,0,0,0,554.44,616.63,654.52,560.05,0.0,0.0,71.43,53.58,17.86,0.0,0.0,0.0,0
16430.04,2,2,2,33,0,0,0,0,0,0,297.03,416.89,39.65,68.83,200.77,60.83,214.95,39.65,68.83,201.77,60.83,71.76,0
1785.87,1,2,2,22,0,0,0,0,0,0,1769.84,1518.6,1266.47,706.42,711.81,706.85,60.97,47.18,24.54,25.18,28.97,31.22,0
13929.82,2,1,2,32,0,0,0,0,0,0,1674.97,1622.82,1702.94,1705.62,1381.23,1814.27,268.52,428.82,464.54,143.08,893.33,500.37,0
8215.02,2,2,2,28,0,0,0,0,0,0,3975.18,4015.54,3398.7,2606.77,2511.97,2476.65,159.76,178.59,93.72,84.29,110.72,57.15,0
1785.87,2,3,1,44,0,0,0,0,0,0,1699.04,1741.87,1758.51,752.46,536.01,1108.78,70.93,51.86,42.86,10.72,964.37,50.43,0
2857.4,2,2,1,44,0,0,0,0,0,0,1682.36,874.01,914.87,751.96,661.88,680.45,52.61,57.76,30.57,24.0,29.57,32.5,0
2857.4,2,2,1,39,0,0,0,0,0,0,2750.96,2723.31,1765.44,1215.25,1645.61,1680.08,113.55,60.68,61.15,820.25,60.93,61.68,1
13929.82,1,1,2,41,0,0,0,0,0,0,242.24,52.36,116.9,248.77,174.77,277.77,52.36,116.9,248.77,174.77,277.77,259.7,0
1785.87,2,2,2,22,2,2,2,0,0,0,1820.66,1846.16,1786.73,1049.42,1034.27,1015.63,107.15,0.0,28.57,28.86,42.86,27.68,0
3571.75,2,2,1,30,0,0,0,0,0,0,3466.81,2655.67,2678.95,2739.71,2791.96,2869.79,100.01,96.44,192.87,125.01,125.01,114.3,0
4286.1,1,2,1,38,1,2,2,2,2,2,4155.51,3998.93,4136.23,3305.37,2985.3,2201.98,0.0,242.2,0.0,198.23,0.0,0.0,0
6429.15,1,3,2,47,0,0,0,0,2,0,2393.46,2497.9,2572.77,2771.57,2574.48,2368.43,142.87,142.87,267.92,0.0,107.19,357.17,0
5357.62,1,1,1,27,0,0,0,0,0,0,13.93,0.0,27.86,0.0,0.0,0.0,0.0,27.86,0.0,0.0,0.0,0.0,0
14644.16,2,3,1,34,0,0,0,0,0,0,83.83,151.23,842.61,8.0,6.89,230.06,151.87,849.54,8.04,6.93,231.2,818.14,0
1785.87,2,1,2,22,2,2,2,0,0,0,1486.99,1574.03,1335.65,1153.1,1171.71,1205.5,125.33,0.0,46.5,42.54,53.29,69.61,1
2857.4,1,3,2,34,0,0,0,0,0,0,1638.57,1663.18,1713.26,1743.16,1772.44,1786.98,62.58,76.94,71.11,64.68,62.22,71.43,0
8215.02,2,1,1,31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13572.64,2,2,1,30,0,0,0,0,0,0,133.76,26.36,41.97,20.57,20.57,-0.07,26.61,42.15,20.64,20.64,0.0,20.72,0
12858.29,1,2,2,44,0,0,0,0,0,0,6750.71,5530.74,4358.85,4263.45,3081.88,2985.59,216.09,179.77,180.55,107.9,84.4,107.15,0
16072.86,2,1,1,35,0,0,0,0,0,0,258.59,44.68,0.0,57.86,0.0,148.41,44.68,0.0,57.86,0.0,148.41,396.07,0
2500.22,2,2,2,26,0,0,0,0,0,0,2528.98,2503.33,2241.27,1914.46,1614.97,1660.36,92.87,79.69,64.29,60.72,71.43,71.43,0
7143.49,1,2,2,25,2,2,2,2,2,2,5274.04,5307.72,5130.71,5450.67,5571.25,5661.51,196.45,0.0,428.61,285.74,207.16,2.86,1
2143.05,2,2,1,53,0,0,0,0,0,0,13.93,13.93,13.93,13.93,19.29,13.93,13.93,13.93,13.93,19.29,13.93,13.93,1
1071.52,2,2,1,41,0,0,0,0,0,0,716.53,622.73,516.19,466.11,395.86,330.35,55.08,71.51,71.43,32.15,53.58,53.58,0
5000.45,1,2,1,34,0,0,0,0,0,0,15.36,15.36,25.07,15.36,15.36,15.36,15.36,25.07,15.36,15.36,15.36,30.72,1
4286.1,2,1,2,25,0,0,0,0,0,0,4306.38,4367.71,4403.75,2894.62,2901.15,2849.43,186.59,193.84,101.08,107.15,103.58,100.65,0
5357.62,1,3,2,29,0,0,0,0,0,0,3805.91,3882.7,931.08,733.85,972.52,116.8,1645.15,2915.26,6576.77,618.7,117.12,222.23,0
1071.52,2,2,2,24,0,0,0,0,0,0,1118.64,1113.71,1126.53,1107.81,1090.49,1090.38,55.86,64.29,39.29,53.58,53.58,107.15,0
1785.87,2,2,2,37,1,2,2,2,2,2,500.33,481.94,616.45,595.91,643.52,627.95,0.0,142.87,0.0,57.15,0.0,107.15,1
7143.49,1,2,1,66,0,0,2,0,0,0,13.89,27.79,13.89,13.89,13.89,27.68,27.82,13.97,13.93,13.93,27.72,0.04,1
1785.87,2,2,1,23,0,0,0,0,0,0,1448.13,1467.92,1013.77,1033.56,1040.06,1047.74,71.43,53.58,51.15,35.86,36.97,42.08,0
8929.37,2,1,1,43,0,0,0,0,0,0,1221.54,0.0,3957.53,0.0,671.67,0.0,0.0,3957.53,0.0,671.67,0.0,0.0,0
8215.02,2,1,2,30,0,0,0,0,0,0,26.93,-15.75,157.51,0.0,25.4,201.8,0.0,173.27,0.0,25.4,201.8,0.0,0
10358.07,2,2,1,33,0,0,0,0,0,0,4188.77,3946.1,3848.02,3578.71,3009.84,2727.24,132.15,143.05,142.87,107.15,104.58,71.43,0
714.35,1,2,1,50,1,2,0,0,2,0,38.04,24.11,45.9,67.68,47.86,33.93,0.0,35.72,35.72,0.0,0.0,16.07,1
1785.87,2,3,2,23,2,0,0,0,0,0,1809.2,1762.59,1714.26,1436.77,993.95,1014.77,78.22,72.4,78.72,35.57,36.82,37.4,0
2500.22,1,2,1,35,0,0,0,0,0,0,2478.36,2517.37,2380.43,2487.4,1659.36,1810.13,122.83,115.62,176.37,60.47,178.59,78.58,1
8572.19,2,2,2,28,2,2,2,2,0,0,10507.37,9892.6,9878.92,9060.77,8297.17,7598.86,0.0,805.43,0.0,301.81,278.6,249.13,0
17858.74,2,1,2,41,0,0,0,0,0,0,83.76,128.4,54.9,12.86,0.0,28.04,128.4,54.9,12.97,0.0,28.04,0.0,1
9286.54,2,3,1,54,0,0,0,0,0,0,348.6,195.2,89.44,564.66,134.15,341.46,195.87,89.44,592.66,134.44,396.18,34.4,0
11072.42,2,1,1,25,0,0,0,0,0,0,6591.23,5487.1,5100.81,4495.72,3856.99,2981.02,179.27,138.3,112.4,104.01,182.48,57.29,0
3214.57,1,2,1,29,0,0,0,0,0,0,3030.41,2329.39,2283.88,2226.16,1993.04,2028.75,81.33,124.62,58.54,40.58,35.72,0.0,0
7500.67,1,1,2,31,0,0,0,0,0,2,2962.41,3021.09,3084.45,3148.46,3345.08,2934.76,108.01,111.94,115.3,250.02,0.0,107.15,0
1428.7,2,3,2,41,0,0,0,0,0,0,2603.52,1349.44,1273.22,0.0,0.0,0.0,70.4,35.72,0.0,0.0,0.0,0.0,1
16430.04,1,1,2,34,0,0,0,0,0,0,12958.87,13297.04,13581.82,13817.2,10759.21,11637.86,547.37,571.48,535.76,392.89,1071.52,714.49,0
15001.34,2,1,1,42,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3928.92,2,1,2,27,0,0,0,0,0,0,81.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.09,0
9643.72,2,2,1,50,0,0,0,0,0,0,815.11,891.12,947.44,992.16,1047.31,1095.7,89.29,71.43,71.43,71.43,71.43,71.43,0
1785.87,1,1,2,31,2,0,0,0,0,0,2009.14,1812.95,1768.62,1769.02,1599.0,1439.24,310.92,89.33,71.61,46.86,57.65,60.93,0
7143.49,2,3,2,33,0,0,0,0,0,0,29.79,5.89,238.66,573.09,167.12,10.0,5.89,238.66,357.17,167.12,10.0,0.0,0
8215.02,2,1,1,30,2,0,0,0,0,0,2252.49,2240.38,2195.37,2058.65,2077.76,2055.9,100.01,77.08,93.22,72.22,73.72,72.79,1
7143.49,2,1,2,46,0,0,0,0,0,0,80.83,122.9,75.86,215.77,106.26,122.9,123.15,75.86,216.56,106.26,122.9,65.76,0
15001.34,2,2,1,57,0,0,0,0,0,0,23.79,93.9,155.44,51.43,53.08,81.79,93.9,155.73,73.72,53.08,81.79,46.08,0
8215.02,1,4,2,40,2,2,2,0,0,0,4276.45,4318.67,3993.89,3321.98,3290.37,2199.59,178.59,0.0,132.15,142.37,103.58,37.75,0
2857.4,2,3,1,41,2,2,2,2,2,2,2062.83,2009.39,2154.23,2183.37,2226.91,2185.66,0.0,178.59,85.72,83.61,0.0,87.11,1
1785.87,2,1,2,27,0,0,0,0,0,0,176.8,211.59,170.23,201.88,206.16,156.87,38.15,39.79,35.72,4.29,0.0,0.0,1
6071.97,2,2,2,28,0,0,0,0,0,0,6055.22,6243.38,6424.43,6356.0,6291.99,6261.42,285.74,285.74,250.02,250.02,285.74,321.46,0
10715.24,2,2,1,45,0,0,0,0,0,0,12258.42,11965.35,11517.53,11178.61,9367.09,8979.84,443.93,401.96,391.32,306.71,308.53,331.6,0
7143.49,1,3,2,34,1,2,2,3,2,2,4958.98,5076.2,6921.23,6758.64,6868.61,6739.71,250.06,2003.75,0.18,259.63,1.0,208.16,0
2857.4,2,2,1,37,0,0,0,0,0,0,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,150.23,1
7143.49,1,1,1,40,0,0,0,0,0,0,156.94,120.23,334.99,151.91,157.26,154.51,121.62,337.03,152.66,158.01,155.26,383.64,0
2857.4,2,2,2,27,0,0,0,0,2,0,2364.6,2428.61,2517.69,2648.31,2585.05,2529.19,125.01,150.01,196.45,0.0,89.29,309.03,0
1071.52,2,3,2,22,0,0,0,0,0,0,1020.77,953.05,914.05,583.52,703.28,713.85,71.65,72.9,71.47,143.01,71.65,71.43,0
6071.97,1,1,1,35,0,0,0,0,0,0,1828.98,1376.12,1238.97,1090.88,2179.91,846.9,178.59,71.43,107.15,35.72,214.3,312.64,0
2857.4,1,3,1,59,0,0,0,0,0,0,2561.66,2608.23,2653.7,1193.39,1074.02,1080.6,115.51,109.83,40.22,38.97,38.36,36.72,0
8929.37,2,2,1,37,0,0,0,0,0,0,906.01,1306.08,860.04,469.36,811.79,332.17,1309.22,860.93,469.47,428.61,332.17,505.55,0
6429.15,2,2,1,39,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2857.4,1,3,2,26,1,2,2,2,2,2,2559.55,2498.33,2670.06,2704.96,2657.27,2862.33,0.0,214.3,100.01,0.0,250.02,0.29,0
1071.52,1,2,1,26,0,0,0,0,0,0,-7.18,12.47,-7.11,0.0,7.11,7.11,19.64,0.0,7.11,7.11,0.0,139.83,0
11072.42,1,1,2,37,0,0,0,0,0,0,375.5,401.04,436.54,445.33,421.79,430.18,42.61,42.4,15.47,15.29,15.39,15.89,0
9286.54,2,1,1,37,1,2,2,2,0,0,2080.94,2132.55,2177.66,2121.62,2154.3,2258.42,107.15,100.01,0.0,89.29,142.87,142.87,0
3571.75,2,2,2,30,1,0,0,0,0,0,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0
1071.52,2,2,1,49,0,0,0,0,0,0,997.3,900.58,955.62,829.9,893.22,955.84,71.43,71.43,71.43,71.43,71.43,29.36,1
2857.4,1,2,2,33,2,2,0,0,0,0,890.37,865.4,922.65,978.44,1068.74,1138.64,0.0,71.43,71.43,107.15,92.87,0.0,1
2500.22,2,2,1,41,2,2,2,2,2,2,1794.48,1826.77,1786.66,1906.96,1949.42,1990.25,71.43,0.0,150.01,78.58,78.58,78.58,1
2857.4,1,1,1,53,0,0,0,0,0,0,99.4,39.57,764.35,750.07,750.07,0.0,42.86,750.07,0.0,0.0,0.0,0.0,0
3571.75,2,2,2,30,2,2,2,2,2,2,3451.67,3517.85,3571.14,3591.57,3689.62,3624.29,153.59,142.87,110.72,160.73,0.0,137.33,1
1785.87,1,2,1,27,0,0,0,0,0,0,351.35,139.23,774.43,744.1,724.67,692.2,36.07,760.14,24.79,35.72,25.0,14.29,0
3928.92,2,2,1,28,0,0,0,0,0,0,720.99,702.85,648.09,633.24,615.73,365.43,46.43,53.58,42.86,16.68,14.29,17.86,0
5000.45,1,2,1,41,0,0,0,0,0,0,4940.62,4898.37,4968.66,4938.37,1774.27,1647.33,214.3,250.02,151.01,53.75,71.43,71.43,0
1071.52,2,2,2,21,0,0,0,0,0,0,0.0,27.86,116.44,153.98,55.4,0.0,27.86,116.44,153.98,55.4,0.0,0.0,0
5357.62,2,2,1,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5714.8,2,4,1,35,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
357.17,1,2,2,30,0,0,0,0,0,0,322.1,357.71,359.57,360.93,338.28,345.35,41.36,43.22,42.86,12.11,12.54,14.07,1
4286.1,2,1,1,38,0,0,0,0,0,0,2344.67,2550.44,1037.38,781.82,519.19,915.65,535.76,52.22,35.72,107.15,500.04,9.07,0
5000.45,2,1,2,25,2,0,0,0,0,0,950.91,1030.91,1216.14,1288.01,1428.81,1622.39,107.15,214.3,107.15,178.59,214.3,178.59,1
8572.19,1,2,1,42,0,0,0,0,0,0,28.4,68.43,54.65,105.76,212.95,262.02,68.61,54.79,105.76,107.19,72.29,35.72,0
8572.19,1,1,1,48,0,0,0,0,0,0,8393.04,8377.86,8604.2,4854.0,4852.33,4563.87,339.32,400.64,173.41,142.87,114.3,107.15,0
2857.4,2,2,2,31,0,0,2,0,0,2,1827.31,1936.14,1884.99,1925.39,2146.58,2193.12,160.73,0.0,71.43,253.59,85.72,0.0,0
11072.42,1,1,1,48,0,0,0,0,0,2,1059.45,192.3,160.3,93.94,5.36,11.97,54.86,161.09,94.72,5.36,6.61,0.0,0
1785.87,2,2,1,42,0,0,0,0,0,0,1772.44,1762.91,1763.23,1758.05,1744.73,1698.19,75.01,76.79,78.58,71.43,71.43,107.15,0
8929.37,2,1,2,31,0,0,0,0,0,0,2410.64,2424.32,2409.07,2434.68,2456.9,2504.19,125.01,94.94,107.15,142.87,107.15,89.29,0
1785.87,2,1,1,29,0,0,0,0,0,0,1812.2,1803.23,1787.12,1764.01,367.0,342.82,64.93,78.58,42.58,35.72,71.43,35.72,0
2500.22,2,1,2,34,2,2,2,2,2,2,1583.96,1548.6,1665.36,1698.79,1737.69,1775.16,0.0,142.87,71.43,71.43,71.43,71.43,1
11786.77,1,1,2,31,0,0,0,0,0,0,5836.45,4917.01,120.76,1451.38,1446.2,1372.66,269.95,178.59,1502.06,107.15,71.43,39.29,0
11429.59,1,1,1,37,0,0,0,0,0,0,518.44,0.0,0.0,0.0,0.0,480.01,0.0,0.0,0.0,0.0,480.01,0.0,1
13572.64,2,1,1,40,0,0,0,0,0,0,236.24,1945.07,1709.87,876.61,0.0,0.0,1753.51,0.0,876.61,0.0,0.0,0.0,0
3571.75,1,3,2,30,0,0,0,0,0,0,3293.79,2788.32,2758.82,3140.24,2692.6,2479.15,122.69,164.59,897.94,91.65,84.83,165.05,0
6429.15,2,2,1,35,0,0,0,0,0,0,403.07,420.79,486.22,300.06,66.4,15.32,421.39,489.12,300.06,66.4,15.32,33.79,0
3214.57,2,2,1,40,0,0,2,0,0,0,3207.04,3155.17,3044.84,3088.95,3134.74,3066.52,252.49,0.0,125.01,125.01,125.01,114.3,0
1785.87,2,2,2,22,0,0,0,0,0,0,659.74,695.88,694.03,689.6,691.53,704.99,47.47,46.68,24.4,30.61,30.57,29.79,0
10358.07,2,2,2,26,1,2,2,0,0,0,646.45,675.49,651.81,725.24,950.62,966.62,50.0,0.0,82.33,236.27,67.72,84.22,0
11429.59,2,1,1,39,0,0,0,0,0,0,7374.27,4184.95,4601.55,4762.18,1924.1,470.93,178.59,535.76,178.59,178.59,107.15,178.59,0
10715.24,2,1,2,31,0,0,0,0,0,0,1136.78,398.54,57.72,130.65,23.5,23.64,36.04,35.72,96.44,23.5,23.64,0.0,0
15715.69,2,4,1,32,0,0,0,0,0,0,11589.21,11576.36,10284.2,10282.78,9890.24,7924.49,397.5,367.89,396.39,400.04,428.61,4693.28,0
1785.87,1,2,2,26,1,5,4,8,7,6,1731.62,1693.94,2022.43,1993.57,1965.64,1915.35,0.0,357.17,0.0,0.0,0.0,0.0,0
1785.87,2,2,2,22,0,0,0,0,0,0,1815.66,1813.38,1793.55,1049.59,1054.63,1075.99,78.58,54.18,35.72,53.58,71.61,46.61,1
5714.8,2,2,2,43,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24.82,0.0,0.0,0.0,0.0,24.82,0.0,0
3571.75,2,2,2,29,0,0,0,0,0,0,116.51,116.51,11.64,221.38,11.64,11.64,116.51,11.64,221.38,11.64,11.64,11.64,0
11429.59,2,1,2,32,2,0,0,0,0,0,11193.25,11184.43,11352.69,11214.93,11146.35,11417.88,462.08,465.61,359.75,342.89,394.89,355.89,0
17858.74,2,3,2,29,0,0,0,0,0,0,3952.17,3379.19,3414.84,3403.02,3225.65,3258.47,107.33,108.12,215.16,107.26,83.36,145.98,0
4286.1,1,1,2,28,0,0,0,0,0,0,318.67,1538.35,1679.54,1913.6,2054.79,2192.77,1250.11,178.59,285.74,178.59,178.59,142.87,1
714.35,1,1,2,24,0,0,0,0,0,0,13.93,13.93,13.93,27.86,0.0,0.0,13.93,13.93,27.86,0.0,0.0,0.0,0
7143.49,2,2,1,29,0,0,0,0,0,0,2663.31,2632.38,2629.66,2640.52,2573.8,2585.7,114.76,118.01,136.26,107.3,107.37,143.3,0
11429.59,2,2,2,33,0,0,0,0,0,0,3273.61,3358.76,3878.81,2354.25,1564.6,1188.07,358.67,672.63,75.61,74.15,180.19,134.08,0
1071.52,1,2,2,21,0,0,0,0,0,0,949.62,925.69,609.77,571.27,429.22,200.52,49.47,45.36,13.11,12.0,4.0,0.0,0
13572.64,1,1,2,31,0,0,0,0,0,0,5967.0,5675.61,9824.34,5584.36,5492.56,4971.05,214.3,214.66,186.05,178.59,178.59,142.87,0
2857.4,2,2,2,47,0,2,0,0,0,0,128.51,88.01,255.59,74.97,32.68,32.68,0.07,255.59,74.97,0.0,32.68,38.04,0
714.35,1,3,2,57,0,0,0,0,0,0,6.07,-7.86,-21.79,678.27,13.93,33.22,0.0,0.0,713.99,13.93,33.22,0.0,0
2143.05,1,2,1,36,0,0,0,0,0,0,1645.29,1690.15,1726.48,1762.01,1805.02,1846.38,71.43,64.47,64.29,71.43,71.43,71.43,0
3928.92,1,1,2,26,0,0,0,0,0,0,3961.96,3961.39,3995.04,5484.45,2705.56,2758.0,200.27,157.16,95.83,195.23,178.59,71.43,0
3214.57,2,1,1,50,0,0,0,0,0,0,2106.58,2286.06,2332.28,2329.96,2382.96,2413.14,214.3,107.15,82.15,89.29,107.15,89.29,0
2857.4,2,1,1,41,0,0,0,0,0,0,428.15,464.58,126.33,0.0,0.0,0.0,47.33,35.72,0.0,0.0,0.0,0.0,0
4286.1,1,2,2,37,1,2,0,0,0,0,778.14,790.28,848.75,895.04,915.83,936.8,35.72,71.43,71.43,35.72,35.72,35.72,0
714.35,1,3,1,52,1,2,2,0,0,0,374.1,357.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3928.92,1,2,2,26,0,0,0,0,0,0,3800.95,3699.87,2024.32,1690.58,1613.39,1682.01,322.39,214.3,71.43,71.43,107.15,143.08,0
5357.62,2,2,1,44,0,0,0,0,0,0,13.93,182.3,368.53,206.27,515.8,27.86,182.3,368.53,369.85,515.8,27.86,2391.28,1
2857.4,2,2,1,40,2,0,0,0,0,0,2890.76,2934.19,0.0,0.0,0.0,0.0,135.73,0.0,0.0,0.0,0.0,0.0,1
2857.4,2,2,2,25,0,0,0,0,0,0,2223.13,1021.88,1050.99,1071.17,1041.27,709.46,710.24,60.72,41.75,37.29,25.61,35.72,0
2857.4,2,2,1,36,1,2,2,0,0,0,2654.81,2697.21,2633.84,2685.95,2748.78,2805.82,107.15,0.0,96.44,105.37,107.15,92.87,1
14644.16,2,1,2,30,0,0,0,0,0,0,0.0,300.63,0.0,101.08,0.0,0.0,300.63,0.0,101.08,0.0,0.0,17.86,0
1785.87,2,2,1,44,0,0,2,0,0,0,1557.14,1654.43,1570.71,1581.82,1361.3,1099.31,178.59,0.0,89.29,53.58,71.43,35.72,0
7143.49,2,1,1,37,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,21.25,0.0,84.65,0
2500.22,2,1,2,23,0,0,0,0,0,0,317.1,359.92,400.14,404.32,410.29,424.86,53.58,57.15,21.43,17.86,21.43,92.87,0
6429.15,2,1,2,33,0,0,0,0,0,0,44.5,65.9,16.82,16.82,8.86,11.97,65.9,16.82,16.82,8.86,11.97,7.14,0
1785.87,2,2,2,23,0,0,0,0,0,0,1729.58,1618.0,-3.57,-3.57,-3.57,23.22,53.58,3.57,0.0,0.0,26.79,8.82,0
11429.59,1,1,2,35,0,0,0,0,0,0,5875.92,6350.89,5551.25,5947.21,6105.19,6120.51,535.76,1214.39,428.61,178.59,2893.12,146.44,0
6429.15,1,1,1,63,0,0,0,0,0,0,5640.93,5602.18,4663.7,4302.67,3897.81,4010.11,250.02,196.45,150.66,160.73,178.59,142.87,0
714.35,1,2,1,38,0,0,0,0,0,0,593.59,637.38,678.63,0.0,0.0,0.0,53.58,53.58,0.0,0.0,0.0,0.0,1
