limit,gender,education,marriage,age,behind1,behind2,behind3,behind4,behind5,behind6,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default,age_bin,avail6,avail5,avail4,avail3,avail2,avail1,avg_av,pperb1,pperb2,pperb3,pperb4,pperb5
2857.3,2,2,1,33,2,2,2,2,2,2,1923.07,1997.71,2020.64,2046.65,2092.72,2133.61,125.01,75.0,78.58,82.15,78.58,75.0,0,2,0.25327756973366466,0.26758828264445467,0.2837118958457285,0.2928148951807651,0.3008399538025409,0.32696251706156165,0.2875325190447859,0.06257665026455292,0.03711695304457993,0.03839444946620086,0.039255132076914265,0.036829598661423595
3214.46,2,2,2,25,0,0,0,0,0,0,987.84,423.77,164.37,1015.27,320.66,182.3,239.58,316.2,1035.41,322.45,182.83,15.29,0,1,0.9432875195211636,0.9002445200749115,0.6841553480211295,0.9488654392961804,0.8681675926905297,0.6926886631036006,0.8395681804512526,0.5653538476060127,1.9237087059682423,1.01983708767126,1.0055822366369362,1.0029072956664837
2857.3,2,2,1,34,0,0,0,0,0,0,2810.44,2876.55,2738.75,1221.39,978.55,1023.13,142.86,83.33,108.29,1010.7,71.43,71.43,0,2,0.6419241941693207,0.6575263360515172,0.5725370104644244,0.04149021803800797,-0.006737129457879816,0.01640009799461034,0.3205234545433335,0.04966365959221985,0.03042628936558649,0.08866127936203833,1.0328547340452712,0.06981517500219914
1071.49,2,2,1,30,3,2,2,7,7,7,85.72,85.72,85.72,85.72,85.72,85.72,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.9199992533761397,0.9199992533761397,0.9199992533761397,0.9199992533761397,0.9199992533761397,0.9199992533761397,0.9199992533761397,0.0,0.0,0.0,0.0,0.0
7143.24,1,1,1,29,0,0,0,0,0,0,342.34,60.22,29.29,67.47,236.33,142.36,61.97,29.43,67.47,236.33,142.36,87.86,0,1,0.9800706682121839,0.9669155733252698,0.990554706267744,0.9958996197803798,0.9915696518666599,0.9520749687816733,0.9795141980389852,1.029060112919296,1.00477978832366,1.0,1.0,1.0
3928.78,2,2,2,39,0,0,0,0,0,0,7529.12,3842.06,3588.59,1728.99,1703.41,1750.74,193.8,151.58,65.61,61.18,75.0,72.15,0,2,0.5543807492402221,0.5664277460178477,0.5599168189616115,0.08658922108135352,0.022073009942017687,-0.9164015292279026,0.1454976693358583,0.05044169013497968,0.04223943108574677,0.03794700952579252,0.03591619163912387,0.04283902806813119
3571.62,2,3,2,33,0,0,0,0,0,0,2673.25,2523.81,2278.48,2166.22,1952.39,1849.24,107.15,107.15,96.43,71.43,71.43,71.43,0,2,0.4822405519064178,0.4533600998986454,0.39349090888728366,0.3620597935950633,0.2933710753103634,0.2515301179856759,0.3726754245972416,0.04245565236685805,0.04702696534531793,0.04451533085282197,0.036585928016431145,0.038626679068157733
1071.49,2,2,1,51,0,0,0,0,0,0,388.38,424.88,460.95,470.1,479.95,489.49,43.04,43.4,16.82,17.43,17.54,18.14,0,4,0.5431688583187897,0.5520723478520564,0.5612651541311632,0.5698046645325667,0.6034680678307777,0.6375327814538633,0.5778853123532027,0.10129919035963095,0.09415337889141989,0.03577962135715805,0.03631628294614022,0.03583321416167848
7143.24,2,2,1,50,0,0,0,0,0,0,14.68,16.18,12.43,12.82,24.0,57.86,16.18,12.43,12.82,24.0,57.86,13.72,0,4,0.9919000341581692,0.9966401800863474,0.998205296196124,0.9982598932697208,0.9977349214082125,0.9979449101528157,0.9967808725452315,1.0,1.0,1.0,1.0,1.0
1071.49,1,2,1,23,2,2,2,2,2,2,1008.05,1045.63,1022.73,1076.02,1090.24,1064.09,64.29,5.36,80.36,35.72,0.0,25.0,1,1,0.006906270707146209,-0.017498996724187813,-0.00422775760856375,0.045506724281141206,0.024134616281999737,0.05920727211639871,0.019004688175655714,0.06148446391170873,0.005240874913222454,0.07468262671697552,0.032763428235984736,0.0
12857.83,2,2,1,33,0,0,0,0,0,0,414.17,420.56,0.0,0.0,0.0,0.0,37.79,0.0,0.0,0.0,0.0,0.0,0,2,1.0,1.0,1.0,1.0,0.9672915258640067,0.9677884993035372,0.9891800041945906,0.08985638196690127,0.0,0.0,0.0,0.0
4285.94,2,1,2,34,0,0,0,2,2,2,3762.92,3842.63,4120.65,4001.18,4275.3,4344.88,140.4,342.88,0.0,339.3,146.44,0.0,1,2,-0.013751942397700508,0.0024825359197747565,0.06644050080029114,0.03856563554319472,0.10343355249956825,0.1220315730038217,0.053200309228158334,0.03653747563517695,0.08321017315229394,0.0,0.07936285172970318,0.03370403785605126
1071.49,1,2,2,28,0,0,0,0,0,0,930.55,898.05,920.59,663.79,0.0,0.0,71.43,71.43,71.43,0.0,0.0,0.0,0,1,1.0,1.0,0.3804981847707399,0.1408319256362635,0.16186805289830056,0.131536458576375,0.46912243698027983,0.07953900116919994,0.07759154455294974,0.10760933427740703,0.0,0.0
3928.78,2,1,2,34,0,0,0,0,0,0,3954.21,3964.07,3509.83,2835.94,2886.01,2893.87,146.87,130.29,100.01,110.72,111.9,100.01,0,2,0.2634176512810593,0.2654182723389958,0.27816268663554594,0.1066361567713133,-0.008982432205417449,-0.006472747265054249,0.1496965979260738,0.03705030435890385,0.03712145602493568,0.03526520307199729,0.03836438543178991,0.0386679429276367
10000.54,2,1,1,47,0,0,0,0,0,0,9199.1,9672.91,7586.3,6941.26,5753.31,6236.83,714.32,535.74,0.0,5753.31,535.74,714.32,0,3,0.3763506770634386,0.4247000661964254,0.30591148078003794,0.24141096380795443,0.03276123089353185,0.08013967245768733,0.2435456818665126,0.07384747712942641,0.07061940603456231,0.0,1.0,0.08589940723091699
6428.92,2,2,1,48,0,0,0,0,0,0,160.65,-0.07,27.14,0.0,0.0,8.75,0.0,27.22,0.0,0.0,8.75,31.57,0,3,0.9986389626873565,1.0,1.0,0.9957784511239834,1.000010888298501,0.9750113549398656,0.9949066095082842,-0.0,1.0029476787030214,0.0,0.0,1.0
7500.4,1,4,2,45,0,0,0,0,0,0,91.54,209.08,36.86,28.14,124.97,120.44,209.08,36.86,28.14,127.33,120.44,549.35,0,3,0.98394218974988,0.9833382219614953,0.9962482000959948,0.9950855954349102,0.9721241533784865,0.9877953175830623,0.9864222797006382,1.0,1.0,1.0,1.0188845322877491,1.0
714.32,1,3,1,47,2,2,2,2,2,0,511.74,614.18,622.1,628.89,613.85,626.03,111.22,28.57,27.5,0.0,27.72,19.61,1,3,0.12360006719677466,0.1406512487400605,0.11959625937954986,0.1291018031134506,0.14018927091499622,0.2835983872774107,0.15612283943704042,0.18108697775896318,0.045925092428869954,0.04372783793668209,0.0,0.0442790281615897
10714.86,1,1,1,58,0,0,0,0,0,0,486.45,206.4,-68.61,-68.61,68.29,68.61,207.98,0.0,0.0,136.9,0.32,0.0,0,4,0.9935967432145636,0.9936266082804628,1.0064032567854364,1.0064032567854364,0.9807370324950583,0.9546004334167688,0.9892278884962877,1.0076550387596899,-0.0,-0.0,2.004685898374579,0.004664043142399067
7143.24,2,2,1,36,0,0,0,0,0,0,38.22,145.65,39.25,39.25,39.25,39.25,146.69,39.25,39.25,39.25,39.25,39.25,0,2,0.994505294516214,0.994505294516214,0.994505294516214,0.994505294516214,0.9796100928990207,0.9946494867875082,0.9920467929585642,1.0071404050806727,1.0,1.0,1.0,1.0
19643.91,1,2,2,33,0,0,0,0,0,0,-18.18,-68.75,161.87,466.78,181.12,295.59,0.54,357.66,714.32,357.16,357.16,269.59,0,2,0.9849525883594458,0.9907798396551399,0.9762379281925034,0.9917597871299554,1.003499812410055,1.0009254776671244,0.9913592389023708,-0.007854545454545454,2.2095508741582752,1.5303140665838297,1.971952296819788,1.2082952738590618
6071.75,1,2,1,27,0,0,0,0,0,0,96.33,0.0,50.32,47.75,47.75,1924.57,0.0,50.32,47.75,0.0,1924.57,71.43,0,1,0.6830287808292502,0.9921357104623872,0.9921357104623872,0.9917124387532426,1.0,0.9841347222794088,0.940524560464446,0.0,1.0,1.0,0.0,1.0
1071.49,2,2,2,22,2,0,0,0,0,0,6.21,71.25,126.08,0.0,212.87,0.0,71.25,126.08,0.0,212.87,0.0,63.5,0,1,1.0,0.8013327235905141,1.0,0.8823320796274347,0.9335038124480863,0.994204332284949,0.9352288246584974,1.0,1.0,0.0,1.0,0.0
17858.1,2,2,2,36,0,0,0,0,0,0,763.18,753.4,452.7,207.26,208.62,79.54,145.22,178.72,1.0,72.61,111.79,3378.5,0,2,0.9955459987344678,0.9883179061602299,0.9883940620782727,0.9746501587514909,0.9578118612842351,0.9572642106383098,0.976997366274501,0.19275285372975842,0.39478683454826596,0.0048248576666988325,0.34804908445978333,1.4054563741513704
6428.92,2,2,2,24,0,0,0,0,0,0,286.84,331.05,322.48,399.52,832.9,238.08,71.75,93.79,107.15,832.9,35.72,35.72,1,1,0.9629673413263814,0.8704448025484841,0.9378558140403053,0.949839164276426,0.9485061254456425,0.9553828636847246,0.9374993518869941,0.21673463223078085,0.29083974199950385,0.26819683620344414,1.0,0.15003360215053763
9643.37,2,1,2,36,0,0,0,0,0,0,596.42,639.61,682.68,726.5,736.36,579.42,64.29,53.57,57.15,29.64,35.72,35.72,0,2,0.9399151956214477,0.9236408019188312,0.9246632660574052,0.929207320677315,0.9336736016558527,0.9381523264170099,0.9315420853913103,0.10051437594784322,0.0784701470674401,0.0786648313833448,0.0402520506274105,0.06164785475130303
17858.1,1,1,1,43,0,0,0,0,0,0,4441.74,4530.96,4627.96,4638.21,4313.84,3506.01,163.12,170.97,169.47,152.01,118.61,118.79,0,3,0.8036739630755791,0.7584379077281458,0.740274161304954,0.740848130540203,0.7462798394006082,0.7512758916122095,0.7567983156102832,0.036001200628564364,0.03694284306692366,0.036537802298731624,0.03523774641618604,0.033830479662065996
6428.92,2,3,1,43,0,0,0,0,0,0,52.61,820.37,975.59,475.56,292.66,457.17,820.37,978.34,475.56,321.45,457.17,337.88,0,3,0.9288885224890028,0.9544775794379149,0.9260280109256297,0.8482497837895012,0.8723938079801895,0.9918166659407801,0.9203090617605031,1.0,1.0028188070808435,1.0,1.0983735392605753,1.0
10000.54,1,1,2,31,0,0,0,0,0,0,0.0,0.0,0.0,28.11,44.04,0.0,0.0,0.0,28.11,44.04,0.0,0.0,1,2,1.0,0.9955962378031585,0.9971891517858035,1.0,1.0,1.0,0.9987975649314937,0.0,0.0,1.0,1.0,0.0
1785.81,1,2,1,35,1,0,0,0,0,0,0.0,39.93,23.82,0.0,0.0,0.0,39.93,24.04,0.0,0.0,0.0,0.0,0,2,1.0,1.0,1.0,0.9866615149427991,0.9776403984746417,1.0,0.9940503189029068,1.0,1.0092359361880772,0.0,0.0,0.0
2142.97,2,2,1,42,0,0,0,0,0,0,2080.97,2068.79,2106.79,619.68,640.64,617.82,114.29,107.15,28.57,35.72,35.72,35.72,0,3,0.7116991838429841,0.7010504113450026,0.7108312295552435,0.016883110822829922,0.03461551024979344,0.028931809591361525,0.3673352092345359,0.05524485327171922,0.050859364246080535,0.04610444100180739,0.055756743256743256,0.05781619241850376
8214.73,2,1,1,36,0,0,2,0,0,0,31.36,341.7,109.79,130.72,135.36,214.51,341.95,0.0,130.72,135.36,214.51,201.69,1,2,0.9738871514949365,0.983522282533936,0.9840871215487301,0.9866349837426185,0.9584039889320769,0.9961824673482879,0.9804529992667644,1.0007316359379572,0.0,1.0,1.0,1.0
5714.59,1,1,1,41,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6071.75,2,2,1,45,0,0,0,0,0,0,6058.36,6069.75,6065.65,5821.31,4499.13,4558.92,217.19,226.3,185.9,159.01,164.01,167.04,0,3,0.24915880923951084,0.2590060526207436,0.04124675752460157,0.001004652694857391,0.0003293943261827315,0.002205295013793441,0.09215849356994826,0.035782363359281685,0.037308450042452174,0.03193439277413503,0.03534238841731623,0.03597562580611197
7143.24,1,1,1,37,0,2,0,0,0,0,15.93,4.39,4.39,7.14,4.39,10.0,0.0,4.39,7.14,4.39,10.0,5.39,1,2,0.998600075035978,0.9993854329407943,0.9990004535756883,0.9993854329407943,0.9993854329407943,0.997769919532313,0.9989211244943936,0.0,1.0,1.0,1.0,1.0
3214.46,2,4,3,46,0,0,0,0,0,0,2759.54,953.3,752.4,729.4,726.0,486.42,297.62,53.36,21.43,35.72,35.72,9.18,0,3,0.8486775383734748,0.7741455796619028,0.7730878592360769,0.7659326916496083,0.7034338582530191,0.141522992975492,0.6678000866915957,0.31219972726319106,0.0709197235513025,0.029380312585686866,0.04920110192837465,0.07343448049011142
1071.49,1,2,2,30,4,3,2,2,2,0,1091.56,1064.66,1032.91,1067.45,1054.52,893.12,0.0,0.0,67.86,0.54,36.79,1100.13,0,2,0.16646912243698028,0.01583775863517161,0.0037704504941716336,0.03600593565968878,0.006374301206730746,-0.018730926093570577,0.03495444038986208,0.0,0.0,0.06357206426530516,0.0005120813261009748,0.04119267287710498
5357.43,2,1,2,27,0,0,0,0,0,0,48.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.05,0,1,1.0,1.0,1.0,1.0,1.0,0.9910330139637848,0.9985055023272974,0.0,0.0,0.0,0.0,0.0
10357.7,1,2,1,50,0,0,0,0,0,0,3168.49,2829.22,2903.76,3001.34,3089.92,3216.46,123.54,142.86,178.58,142.86,178.58,178.58,0,4,0.6894619461849638,0.7016789441671414,0.7102310358477268,0.719652046303716,0.7268486246946717,0.6940932832578661,0.7069943134093477,0.043665745329101315,0.049198280849656995,0.059500089959817946,0.04623420671085336,0.05552066557644118
16786.61,1,2,2,34,0,0,0,0,0,0,8839.87,8770.18,8506.21,8593.57,8219.8,7077.91,322.3,371.45,357.16,892.9,285.73,285.73,0,2,0.5783597760357809,0.5103359165430067,0.4880699557564035,0.4932741035861321,0.47754907036024546,0.473397547211736,0.5034977282488841,0.036749530796403265,0.04366809660236463,0.041561306884100556,0.10862794715199883,0.04036926154754723
4643.11,1,1,1,70,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10000.54,1,2,2,27,0,0,0,0,0,0,55.93,102.58,56.15,87.04,56.15,56.15,103.26,56.65,87.29,56.65,56.4,56.4,0,1,0.9943853031936276,0.9943853031936276,0.9912964699906204,0.9943853031936276,0.9897425539020893,0.9944073020056917,0.9931003725798807,1.0066289725092612,1.0089047195013356,1.0028722426470589,1.0089047195013356,1.0044523597506678
3928.78,1,2,2,29,0,0,0,0,0,0,3749.06,3829.53,3910.71,3998.57,3992.04,3989.61,142.86,142.86,153.58,148.72,160.72,150.01,0,1,-0.015483177984005194,-0.016101690601153476,-0.017763784177276396,0.0045993921777244245,0.025262295165420307,0.045744480474854854,0.004376252509260754,0.03730483897501782,0.03653045099227506,0.03840873112137589,0.0372541357301029,0.040284639350713476
1071.49,1,1,2,31,0,0,0,0,0,0,1014.27,662.54,471.38,472.24,522.17,620.6,74.33,42.72,35.72,71.43,107.15,178.58,0,2,0.42080654042501564,0.512669273628312,0.5592679353050425,0.5600705559547919,0.38166478455235237,0.053402271603094784,0.4146468935781016,0.11218945271228907,0.09062751919894776,0.07563950533626969,0.1367945305168815,0.17265549468256527
7143.24,1,1,2,35,0,0,0,0,0,0,265.34,868.8,1437.86,539.42,502.85,745.68,868.8,1438.11,541.42,502.85,745.68,954.19,0,2,0.8956103952828128,0.9296047731841572,0.9244852475907291,0.7987103891231431,0.8783745191257748,0.9628543910046421,0.8982732858852098,1.0,1.0001738695005078,1.0037076860331466,1.0,1.0
10000.54,1,2,1,39,0,0,0,0,0,0,54.47,263.98,186.94,118.43,106.08,142.08,265.37,186.94,118.43,106.08,142.08,116.36,0,2,0.9857927671905717,0.9893925728010687,0.9881576394874676,0.9813070094214912,0.9736034254150276,0.9945532941221175,0.9854677847396239,1.0052655504204864,1.0,1.0,1.0,1.0
15000.8,1,1,2,42,0,0,0,0,0,0,5565.08,5546.08,4156.83,3820.24,3297.71,3198.96,192.76,202.8,127.76,107.97,108.08,107.58,0,3,0.7867473734734148,0.7801643912324676,0.7453309156844968,0.722892779051784,0.6302810516772439,0.62901445256253,0.7157384939469895,0.03475607996999683,0.04878717676691133,0.033442925051829206,0.032740902019886525,0.033785980443644184
12857.83,2,1,1,31,0,0,0,0,0,0,-0.18,-0.18,-0.18,151.15,113.9,268.26,0.0,0.0,151.33,0.57,269.59,146.61,0,2,0.9791364483742591,0.9911415845442039,0.9882445171541387,1.0000139992518178,1.0000139992518178,1.0000139992518178,0.9930940913046759,-0.0,-0.0,1.001190869996692,0.005004389815627743,1.0049578766867964
4285.94,1,2,1,43,0,0,0,0,0,0,141.86,100.33,36.47,82.54,138.15,106.43,100.58,36.47,82.9,138.15,106.43,0.0,0,3,0.9751676411708983,0.9677666976205921,0.9807416809381373,0.9914907814855084,0.9765908995459572,0.9669010765433022,0.9764431295507325,1.002491777135453,1.0,1.004361521686455,1.0,1.0
7500.4,1,2,2,26,0,0,0,0,0,0,7383.04,7045.09,5015.98,4381.59,4293.62,4034.97,281.02,178.58,178.72,160.72,141.08,135.72,0,1,0.4620326915897819,0.42754786411391393,0.41581915631166333,0.3312383339555224,0.06070476241267126,0.01564716548450745,0.28549832897801003,0.03988877359976948,0.0356022153198378,0.0407888460581661,0.03743228324816821,0.034964324393985585
10714.86,2,2,1,34,0,0,0,0,0,0,35.72,35.72,35.72,35.72,71.43,35.72,35.72,35.72,35.72,71.43,35.72,35.72,1,2,0.9966663120190091,0.9933335573213276,0.9966663120190091,0.9966663120190091,0.9966663120190091,0.9966663120190091,0.9961108529027288,1.0,1.0,1.0,1.0,1.0
1071.49,2,3,1,43,1,2,2,2,2,2,450.13,467.99,492.35,496.85,483.88,516.63,35.72,42.86,23.07,0.0,46.43,35.72,0,3,0.5178396438604187,0.5484045581386667,0.5362999188046552,0.5404996780184602,0.5632343745625251,0.5799027522422048,0.5476968209378218,0.07632641723113741,0.08705189397786127,0.046432524906913554,0.0,0.08987089406344967
4285.94,1,1,1,51,0,0,2,0,0,0,4489.6,4659.57,4688.86,4592.89,4198.83,4169.22,296.44,160.72,152.15,164.12,153.97,152.87,0,4,0.02723323238309434,0.020324596237931394,-0.07161789479087452,-0.09400971548831764,-0.08717574207758395,-0.04751816404336057,-0.0421272812965185,0.06361960438409553,0.03427698843642165,0.03312729022467335,0.03908707901963166,0.036930169192318944
8571.89,2,2,1,31,0,0,0,0,0,0,6.57,0.0,89.29,446.45,26.75,101.04,0.0,89.29,446.45,26.75,101.04,103.58,0,2,0.9882126345531731,0.996879334662484,0.9479169704697564,0.9895833940939511,1.0,0.9992335412610288,0.986970979173399,0.0,1.0,1.0,1.0,1.0
7857.56,1,3,1,39,0,0,0,0,0,0,6748.5,6886.62,7442.01,3143.17,1115.67,570.74,303.59,714.32,178.69,108.83,178.58,35.72,0,2,0.9273642199359597,0.8580131745732772,0.5999814191682914,0.052885374085594024,0.12356762150082219,0.14114559736101287,0.45049290110415957,0.04408403541940749,0.0959848213049969,0.056850249906941076,0.09754676562065843,0.31289203490205697
12857.83,1,2,1,36,0,0,0,0,0,0,166.83,33.14,192.3,17.82,21.29,83.5,33.18,193.05,17.86,21.32,83.58,94.61,0,2,0.9935059026289818,0.9983441996044433,0.9986140740700414,0.9850441326413556,0.9974225821931073,0.9870250267735691,0.9933259863185832,1.0012070006035003,1.0039001560062402,1.0022446689113356,1.0014091122592768,1.0009580838323353
357.16,2,3,1,58,0,0,0,0,0,0,270.34,307.09,342.52,349.38,356.66,327.62,41.36,41.07,11.96,12.36,12.0,47.25,0,4,0.08270803001455936,0.0013999328032254451,0.02178295441818801,0.04099003247844115,0.14018927091499622,0.2430843319520664,0.08835909209691277,0.1346836432316259,0.11990540698353382,0.03423206823515943,0.03465485336174508,0.03662780050057994
8571.89,1,1,1,38,0,3,2,0,0,0,226.19,120.01,46.11,97.86,80.04,37.86,0.0,0.36,97.86,80.04,0.0,97.54,0,2,0.9955832377690333,0.9906625026686062,0.9885836145820815,0.9946207895808274,0.9859995870222319,0.9736125871890563,0.9881770531353061,0.0,0.007807417046193884,1.0,1.0,0.0
1785.81,2,1,2,24,0,0,0,0,0,0,457.38,481.81,0.0,0.0,0.0,0.0,268.66,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,0.7302008612338379,0.7438809279822601,0.9123469648693496,0.5576056951910504,0.0,0.0,0.0,0.0
1785.81,2,2,1,49,0,0,0,0,0,0,1701.84,1753.67,1799.38,683.75,629.5,615.96,79.29,89.29,23.0,22.43,22.93,53.57,0,3,0.6550808876644212,0.6474988940592784,0.6171205223400026,-0.007598792704711119,0.017997435337465843,0.04702067969156855,0.32951993773133753,0.045213751732081864,0.049622647800909206,0.03363802559414991,0.03563145353455123,0.03722644327553737
2857.3,2,2,1,24,0,0,0,0,0,0,52.22,88.29,0.0,17.57,0.0,0.0,53.65,0.0,17.57,0.0,0.0,0.0,0,1,1.0,1.0,0.9938508382038987,1.0,0.9691001994890281,0.9817240051797151,0.9907791738121071,0.6076565862498584,0.0,1.0,0.0,0.0
6071.75,1,1,1,60,0,0,0,0,0,0,6084.58,6375.84,3507.19,3575.48,3415.5,3195.6,417.88,128.58,125.01,125.01,117.86,125.01,1,5,0.47369374562523164,0.4374768394614403,0.41112858731008356,0.42237575657759296,-0.05008276032445343,-0.0021130646024622108,0.28207985067457214,0.06554116790885593,0.03666182898559816,0.03496313781646101,0.03660079051383399,0.036881962698710725
1785.81,1,3,2,39,0,0,0,0,0,0,1419.83,1453.69,1476.58,1479.51,1470.86,1471.04,71.43,71.43,71.43,57.15,71.43,71.43,1,2,0.17626175237007297,0.17636254696748258,0.17151880659196664,0.1731595186498004,0.1859772316203851,0.20493781533309816,0.1813696119221343,0.04913702371207066,0.04837529967898794,0.04827949794188617,0.0388548196293325,0.04855748314117903
1785.81,1,2,2,42,0,0,0,0,0,0,1767.77,1806.74,1757.24,1777.35,656.21,685.29,107.15,107.15,107.26,178.58,71.43,53.57,0,3,0.6162581685621651,0.6325420957436682,0.0047373460782502265,0.015998342488842562,-0.011720171798791621,0.010101858540382215,0.21131960660241944,0.05930571083830546,0.06097630374906103,0.06034827130278224,0.27213849225095627,0.10423324431992297
8214.73,1,1,2,36,0,0,0,0,0,0,7808.88,7972.14,5712.09,5065.77,7622.12,7953.32,358.38,200.01,384.06,3571.62,457.99,318.23,0,2,0.03182210492615094,0.07213992425800966,0.3833309189711651,0.3046527396518205,0.029531098404938356,0.04940515391254484,0.14514699002077155,0.04495405248778872,0.03501520459236462,0.07581473300209049,0.46858616762790406,0.05758475705743011
10714.86,2,3,1,34,0,0,0,0,0,0,10029.93,9832.78,9713.09,6907.62,6699.0,6824.26,392.88,428.59,257.16,232.16,220.48,196.44,1,2,0.36310320433491433,0.3747935110678068,0.3553233546681898,0.09349352208054985,0.08232305415096416,0.06392337370716931,0.22216000333493238,0.039956146684864295,0.04412499009069204,0.037228452057293256,0.03465591879384983,0.03230826492542781
10000.54,2,2,1,29,0,0,0,0,0,0,8347.48,3113.42,3135.38,3089.81,2984.45,3029.02,357.3,109.51,113.26,125.04,108.22,99.61,0,1,0.6971143558247854,0.7015711151597814,0.6910356840730602,0.6864789301377726,0.6886748115601757,0.16529707395800639,0.605028661785597,0.11476125932254562,0.034927185859449254,0.03665597561015079,0.04189716698219103,0.03572772711966247
714.32,1,2,3,47,0,0,2,2,0,0,13.93,27.86,13.93,0.0,27.86,0.0,27.86,0.0,0.0,27.86,0.0,0.0,1,3,1.0,0.960997872102139,1.0,0.9804989360510696,0.960997872102139,0.9804989360510696,0.9804989360510695,1.0,0.0,0.0,1.0,0.0
8571.89,2,2,1,34,0,0,0,0,0,0,22.36,68.61,740.75,759.83,31.72,12.86,68.61,678.61,93.72,31.72,12.86,12.86,0,2,0.9984997474302633,0.9962995325418316,0.9113579385643072,0.913583818737758,0.9919959308857206,0.997391473758996,0.9681880736531462,1.0,0.9161120485993925,0.12334337944013792,1.0,1.0
