,limit,age,behind1,behind2,behind3,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default,avail6,avail5,avail4,avail3,avail2,avail1,avg_av
19,1070.95,23,2,2,2,1007.55,1045.1,1022.22,1075.48,1089.69,1063.56,64.26,5.35,80.32,35.7,0.0,24.99,1,0.006900415518931883,-0.017498482655586168,-0.004229889350576565,0.04550165740697513,0.024137448060133654,0.05919977589990204,0.019001820813296662
20,12851.41,33,0,0,0,413.96,420.35,0.0,0.0,0.0,0.0,37.77,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.9672915267663236,0.9677887484719576,0.9891800458730468
21,4283.8,34,0,0,0,3761.04,3840.71,4118.59,3999.18,4273.16,4342.7,140.33,342.7,0.0,339.13,146.36,0.0,1,-0.013749474765395123,0.0024837760866521143,0.0664410103179421,0.03856622624772399,0.10343386712731688,0.12203184088893045,0.0532012076505284
22,1070.95,28,0,0,0,930.08,897.6,920.12,663.45,0.0,0.0,71.4,71.4,71.4,0.0,0.0,0.0,0,1.0,1.0,0.38050329147018996,0.1408375741164387,0.1618656333162146,0.13153742004762126,0.4691239864917441
23,3926.82,34,0,0,0,3952.24,3962.09,3508.08,2834.52,2884.57,2892.42,146.79,130.23,99.96,110.66,111.84,99.96,0,0.2634192552752609,0.2654183283165513,0.27816401057344115,0.1066359038611396,-0.00898182244156849,-0.0064734314279747025,0.1496970406928083
24,9995.54,47,0,0,0,9194.5,9668.08,7582.51,6937.8,5750.43,6233.72,713.97,535.48,0.0,5750.43,535.48,713.97,0,0.3763498520340072,0.4247004163857081,0.3059104360544803,0.2414106691584447,0.032760611232609836,0.08013974232507706,0.2435452878650545
25,6425.7,48,0,0,0,160.57,-0.07,27.13,0.0,0.0,8.75,0.0,27.2,0.0,0.0,8.75,31.56,0,0.9986382806542478,1.0,1.0,0.9957778919028276,1.000010893754766,0.9750112828174364,0.9949063915215464
26,7496.65,45,0,0,0,91.49,208.98,36.84,28.13,124.91,120.37,208.98,36.84,28.13,127.26,120.37,549.08,0,0.9839434947609932,0.9833378909246129,0.9962476572869214,0.9950858049928968,0.9721235485183384,0.9877958821606984,0.9864223797740768
27,713.97,47,2,2,2,511.49,613.87,621.79,628.58,613.55,625.72,111.16,28.56,27.49,0.0,27.7,19.6,1,0.12360463324789556,0.1406501673739794,0.1195988626973122,0.1291090662072637,0.14020196927041756,0.2835973500287127,0.15612700813759686
28,10709.51,58,0,0,0,486.21,206.3,-68.58,-68.58,68.26,68.58,207.87,0.0,0.0,136.83,0.32,0.0,0,0.9935963456778136,0.9936262256629856,1.0064036543221866,1.0064036543221866,0.9807367470593892,0.9546001637796688,0.9892277984707052
29,7139.67,36,0,0,0,38.2,145.58,39.23,39.23,39.23,39.23,146.61,39.23,39.23,39.23,39.23,39.23,0,0.9945053482864056,0.9945053482864056,0.9945053482864056,0.9945053482864056,0.979609701848965,0.9946496126571676,0.9920467846086256
30,19634.09,33,0,0,0,-18.17,-68.72,161.78,466.54,181.03,295.44,0.54,357.48,713.97,356.98,356.98,269.45,0,0.9849527021624124,0.9907798120513862,0.9762382672178848,0.9917602496474244,1.0035000348882992,1.0009254312270135,0.99135941619907
31,6068.72,27,0,0,0,96.28,0.0,50.3,47.73,47.73,1923.61,0.0,50.3,47.73,0.0,1923.61,71.4,0,0.6830287111614971,0.9921350795554912,0.9921350795554912,0.9917115965145864,1.0,0.9841350400084368,0.9405242511325836
32,1070.95,22,2,0,0,6.21,71.22,126.02,0.0,212.76,0.0,71.22,126.02,0.0,212.76,0.0,63.47,0,1.0,0.8013352630841776,1.0,0.8823287735188384,0.9334982959055044,0.9942014099631168,0.9352272904119396
33,17849.18,36,0,0,0,762.8,753.02,452.48,207.16,208.51,79.5,145.15,178.63,1.0,72.57,111.74,3376.81,0,0.9955460138785088,0.9883182308655076,0.9883938645920988,0.974649815845882,0.9578120675571652,0.9572641432267476,0.9769973559943184
34,6425.7,24,0,0,0,286.69,330.89,322.32,399.32,832.49,237.97,71.72,93.74,107.1,832.49,35.7,35.7,1,0.9629659025475824,0.8704436870691131,0.9378557978119116,0.9498389280545312,0.9485052212210342,0.955383849230434,0.9374988976557675
35,9638.55,36,0,0,0,596.13,639.29,682.34,726.14,735.99,579.13,64.26,53.55,57.12,29.63,35.7,35.7,0,0.939915236212916,0.9236410040929393,0.9246629420400372,0.9292071940281472,0.9336736334822144,0.9381514854412748,0.9315419158829216
36,17849.18,43,0,0,0,4439.52,4528.69,4625.65,4635.89,4311.68,3504.26,163.03,170.89,169.39,151.93,118.55,118.73,0,0.8036738942629297,0.7584382027633763,0.7402743431350909,0.7408480389575319,0.7462802212762716,0.7512759689800875,0.7567984448958813
37,6425.7,43,0,0,0,52.58,819.96,975.1,475.32,292.51,456.94,819.96,977.85,475.32,321.29,456.94,337.71,0,0.9288886813887982,0.9544781113341736,0.926028292637378,0.8482499961093732,0.8723936691722303,0.9918172339200398,0.9203093307603322
38,9995.54,31,0,0,0,0.0,0.0,0.0,28.09,44.02,0.0,0.0,0.0,28.09,44.02,0.0,0.0,1,1.0,0.995596035831981,0.9971897466269956,1.0,1.0,1.0,0.9987976304098294
39,1784.92,35,1,0,0,0.0,39.91,23.81,0.0,0.0,0.0,39.91,24.02,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.9866604665755327,0.97764045447415,1.0,0.9940501535082804
40,2141.9,42,0,0,0,2079.93,2067.76,2105.74,619.37,640.32,617.51,114.23,107.1,28.56,35.7,35.7,35.7,0,0.7116998926187029,0.7010504692095803,0.7108315047387834,0.016882207385965874,0.034614127643680784,0.028932256407862292,0.367335076334096
41,8210.62,36,0,0,2,31.34,341.53,109.74,130.66,135.3,214.4,341.78,0.0,130.66,135.3,214.4,201.59,1,0.9738874774377576,0.9835213418718683,0.9840864636288124,0.9866343832743448,0.958403872058383,0.9961829922709856,0.9804527550903585
42,5711.74,41,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,6068.72,45,0,0,0,6055.33,6066.72,6062.62,5818.4,4496.89,4556.64,217.08,226.18,185.81,158.93,163.93,166.96,0,0.24915962509392425,0.2590051938464783,0.04124757774291788,0.001005154299423991,0.0003295587866963709,0.002206396076932257,0.09215891764106217
44,7139.67,37,0,2,0,15.92,4.39,4.39,7.14,4.39,10.0,0.0,4.39,7.14,4.39,10.0,5.39,1,0.9985993750411434,0.999385125643062,0.9989999537793764,0.999385125643062,0.999385125643062,0.9977702050655002,0.9989208184692008
45,3212.85,46,0,0,0,2758.16,952.82,752.02,729.03,725.64,486.18,297.47,53.33,21.42,35.7,35.7,9.17,0,0.8486764087959289,0.7741444511881974,0.7730893132265745,0.7659336725959818,0.7034346452526572,0.14152232441601695,0.6678001359125595
46,1070.95,30,4,3,2,1091.01,1064.13,1032.4,1066.92,1053.99,892.67,0.0,0.0,67.83,0.54,36.77,1099.58,0,0.16646902283019754,0.01583640692842806,0.003763014146318663,0.035996078248284186,0.006368177786077722,-0.018731033194826968,0.03495027779074654
47,5354.75,27,0,0,0,48.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.6,0,1.0,1.0,1.0,1.0,1.0,0.9910341285774312,0.9985056880962384
48,10352.52,50,0,0,0,3166.91,2827.81,2902.31,2999.84,3088.37,3214.85,123.48,142.79,178.49,142.79,178.49,178.49,0,0.6894620826619992,0.7016793978664132,0.7102309389404705,0.7196518335632291,0.7268481490497001,0.6940928392314142,0.7069942068855376
49,16778.22,34,0,0,0,8835.45,8765.8,8501.95,8589.27,8215.69,7074.38,322.14,371.26,356.98,892.46,285.59,285.59,0,0.5783593253634771,0.5103360189579109,0.4880702482146497,0.4932746143512244,0.4775488699039589,0.4733976548167803,0.5034977886013335
50,4640.79,70,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,9995.54,27,0,0,0,55.9,102.53,56.12,87.0,56.12,56.12,103.2,56.62,87.25,56.62,56.37,56.37,0,0.9943854959311852,0.9943854959311852,0.9912961180686586,0.9943854959311852,0.9897424251216042,0.9944075057475634,0.9931004227885636
52,3926.82,29,0,0,0,3747.18,3827.61,3908.76,3996.57,3990.04,3987.61,142.79,142.79,153.5,148.65,160.64,149.93,0,-0.015480719768158447,-0.0160995411045069,-0.01776246428407719,0.004599141289898682,0.025264718016104644,0.04574694027228147,0.0043780124035903735
53,1070.95,31,0,0,0,1013.76,662.2,471.15,472.0,521.91,620.29,74.29,42.7,35.7,71.4,107.1,178.49,0,0.4208039591017322,0.5126663242915169,0.5592698071805406,0.5600634950277791,0.3816704794808348,0.05340118586301886,0.4146458751575704
54,7139.67,35,0,0,0,265.2,868.36,1437.14,539.15,502.6,745.31,868.36,1437.39,541.15,502.6,745.31,953.72,0,0.8956100211914557,0.9296045895678652,0.9244853053432442,0.7987105846628765,0.8783753310727247,0.9628554260911218,0.8982735429882146
55,9995.54,39,0,0,0,54.44,263.85,186.85,118.38,106.02,142.01,265.24,186.85,118.38,106.02,142.01,116.31,0,0.9857926635279336,0.9893932693981516,0.9881567178961818,0.981306662771596,0.9736032270392596,0.994553570892618,0.9854676852542901
56,14993.31,42,0,0,0,5562.3,5543.31,4154.75,3818.33,3296.06,3197.36,192.66,202.7,127.69,107.92,108.02,107.52,0,0.7867475560766768,0.7801646200872256,0.7453310843302778,0.7228930769789993,0.6302811053729964,0.6290145404850562,0.7157386638885388
57,12851.41,31,0,0,0,-0.18,-0.18,-0.18,151.08,113.84,268.13,0.0,0.0,151.25,0.57,269.45,146.54,0,0.979136141481752,0.9911418280173148,0.9882440915043564,1.0000140062452292,1.0000140062452292,1.0000140062452292,0.9930940132898516
58,4283.8,43,0,0,0,141.79,100.28,36.45,82.5,138.08,106.38,100.53,36.45,82.86,138.08,106.38,0.0,0,0.9751669078855222,0.9677669358980344,0.9807413978243616,0.9914911994023998,0.9765908772585088,0.966900882394136,0.9764430334438272
59,7496.65,26,0,0,0,7379.35,7041.57,5013.48,4379.4,4291.48,4032.95,280.87,178.49,178.63,160.64,141.01,135.65,0,0.4620330414251699,0.4275469709803713,0.4158190658494128,0.3312372859877412,0.060704447986767426,0.015646988988414733,0.2854979668696462
60,10709.51,34,0,0,0,35.7,35.7,35.7,35.7,71.4,35.7,35.7,35.7,35.7,71.4,35.7,35.7,1,0.9966665141542422,0.9933330283084848,0.9966665141542422,0.9966665141542422,0.9966665141542422,0.9966665141542422,0.9961109331799493
61,1070.95,43,1,2,2,449.91,467.76,492.1,496.6,483.64,516.38,35.7,42.84,23.06,0.0,46.41,35.7,0,0.5178299640506093,0.5484009524254168,0.5362995471310519,0.540501423969373,0.5632289089126477,0.5798963537046546,0.5476928583656255
62,4283.8,51,0,0,2,4487.35,4657.24,4686.52,4590.59,4196.73,4167.14,296.3,160.64,152.07,164.03,153.9,152.79,0,0.02723283066436338,0.0203254120173679,-0.07161632195714085,-0.09400999112937117,-0.08717493813903532,-0.047516223913348005,-0.04212653874286068
63,8567.6,31,0,0,0,6.57,0.0,89.25,446.23,26.74,100.99,0.0,89.25,446.23,26.74,100.99,103.53,0,0.9882125682804986,0.9968789392595359,0.9479165694009992,0.9895828470049955,1.0,0.9992331574770064,0.9869706802371726
64,7853.64,39,0,0,0,6745.13,6883.18,7438.29,3141.6,1115.11,570.46,303.44,713.97,178.6,108.77,178.49,35.7,0,0.9273636173799664,0.85801360897622,0.5999816645529972,0.052886304949042784,0.12356817985036238,0.14114601636947965,0.4504932320130114
65,12851.41,36,0,0,0,166.75,33.13,192.2,17.81,21.28,83.46,33.16,192.95,17.85,21.31,83.53,94.56,0,0.9935057709620968,0.9983441505640236,0.9986141598470518,0.9850444425942368,0.9974220727531066,0.9870247700446876,0.9933258944608672
66,356.98,58,0,0,0,270.2,306.93,342.35,349.2,356.48,327.46,41.34,41.05,11.96,12.35,11.99,47.23,0,0.08269370833099904,0.0014006386912432068,0.021793938035744385,0.04098268810577622,0.14020393299344502,0.24309485125217106,0.08836162623489648
67,8567.6,38,0,3,2,226.08,119.95,46.09,97.81,80.0,37.84,0.0,0.36,97.81,80.0,0.0,97.49,0,0.9955833605677202,0.990662495914842,0.9885837340678836,0.9946204304589384,0.985999579812316,0.9736122134553434,0.9881769690461741
68,1784.92,24,0,0,0,457.15,481.57,0.0,0.0,0.0,0.0,268.52,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.7302007933128656,0.7438820787486273,0.912347145343582
69,1784.92,49,0,0,0,1700.99,1752.79,1798.48,683.41,629.18,615.65,79.25,89.25,22.99,22.42,22.92,53.55,0,0.6550825807319095,0.6475024090715551,0.6171200950182643,-0.007596979136319805,0.018000806758846397,0.047021715258947216,0.3295217712838671
70,2855.87,24,0,0,0,52.19,88.25,0.0,17.56,0.0,0.0,53.62,0.0,17.56,0.0,0.0,0.0,0,1.0,1.0,0.9938512607366582,1.0,0.969098733485768,0.9817253586472774,0.990779225478284
71,6068.72,60,0,0,0,6081.54,6372.66,3505.44,3573.69,3413.8,3194.0,417.67,128.51,124.94,124.94,117.8,124.94,1,0.4736946176458957,0.4374761069879645,0.4111295297855232,0.4223757233815368,-0.05008304881424742,-0.002112471822723689,0.2820800761939915
72,1784.92,39,0,0,0,1419.12,1452.96,1475.84,1478.77,1470.13,1470.31,71.4,71.4,71.4,57.12,71.4,71.4,1,0.17626000044819942,0.17636084530399118,0.17152029222598214,0.17316182237859407,0.18598032404813666,0.20493915693700568,0.18137040689031825
73,1784.92,42,0,0,0,1766.89,1805.84,1756.36,1776.46,655.89,684.94,107.1,107.1,107.2,178.49,71.4,53.55,0,0.6162629137440333,0.6325381529704414,0.0047397082222172615,0.016000717118974616,-0.011720413239808979,0.010101293055150916,0.21132039531183475
74,8210.62,36,0,0,0,7804.98,7968.16,5709.24,5063.24,7618.31,7949.34,358.2,199.91,383.86,3569.84,457.76,318.07,0,0.031822201003091195,0.07213949738265811,0.3833303696919357,0.304651780255328,0.029530047669969008,0.04940430807904899,0.14514636734700515
75,10709.51,34,0,0,0,10024.92,9827.86,9708.24,6904.17,6695.65,6820.85,392.68,428.38,257.03,232.04,220.37,196.34,1,0.36310344730991423,0.37479399150848175,0.35532344617073985,0.09349353985383088,0.08232402789670112,0.06392355952793359,0.2221603353779336
76,9995.54,29,0,0,0,8343.31,3111.86,3133.82,3088.26,2982.95,3027.51,357.13,109.45,113.2,124.98,108.17,99.56,0,0.6971139128051109,0.7015719010678764,0.6910362021461572,0.6864781692634916,0.688675149116506,0.16529672233816295,0.6050286761228841
77,713.97,47,0,0,2,13.92,27.84,13.92,0.0,27.84,0.0,27.84,0.0,0.0,27.84,0.0,0.0,1,1.0,0.9610067649901256,1.0,0.9805033824950627,0.9610067649901256,0.9805033824950627,0.9805033824950627
78,8567.6,34,0,0,0,22.35,68.58,740.38,759.45,31.7,12.85,68.58,678.27,93.67,31.7,12.85,12.85,0,0.9985001634063214,0.996300014006256,0.911357906531584,0.9135837340678836,0.9919954246229984,0.9973913347962088,0.968188096238542
79,3569.84,42,0,0,0,2284.12,2353.13,2415.81,2366.52,2420.1,2398.29,107.1,142.79,107.1,89.25,107.1,89.25,0,0.3281799744526366,0.32207045693924663,0.33707953297626786,0.32327219147076625,0.3408304013625261,0.3601617999686261,0.3352657261950117
80,12851.41,35,0,0,0,52.66,480.71,627.72,619.51,1345.93,802.86,506.92,629.4,633.32,899.71,356.98,7.71,0,0.9375274775297028,0.8952698575487047,0.9517943945450345,0.9511555541376394,0.962594765866158,0.9959023951457466,0.9490407407954976
81,2498.88,32,0,0,0,2546.58,2512.91,4691.19,2278.38,1868.42,1457.78,128.84,90.07,87.14,108.45,72.43,2499.03,1,0.4166266487386349,0.2522970290690229,0.08823953131002689,-0.8773170380330385,-0.005614515302855577,-0.0190885516711486,-0.024142815981559658
82,9638.55,25,0,0,0,1375.28,1409.8,1210.1,1259.15,1328.01,1122.61,71.4,71.4,71.4,85.96,53.55,71.86,0,0.8835291615440081,0.8622189022207697,0.8693631303463696,0.8744520700727806,0.8537331860082691,0.8573146375751539,0.8667685146278918
83,10352.52,36,0,0,0,26.92,-3.5,-11.03,2.25,8.1,33.77,0.0,0.0,17.85,21.06,37.3,0.0,0,0.9967379922955956,0.9992175818061688,0.9997826616128248,1.0010654410713526,1.000338081935606,0.9973996669409959,0.999090237610424
84,14279.34,34,0,0,0,534.98,920.02,450.55,499.17,120.59,134.58,920.02,53.55,499.17,120.59,71.4,333.89,0,0.9905751946518536,0.991554931810574,0.9650425019643764,0.968447421239357,0.9355698512676356,0.9625346829755436,0.9689540973182232
85,10709.51,59,0,0,2,89.25,89.25,89.25,89.25,89.25,89.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.991666285385606,0.991666285385606,0.991666285385606,0.991666285385606,0.991666285385606,0.991666285385606,0.991666285385606
86,7496.65,44,0,0,0,420.21,480.57,632.07,0.0,201.55,528.09,480.57,632.07,0.0,201.55,528.09,263.31,1,0.9295565352524128,0.9731146578805201,1.0,0.9156863398984879,0.93589536659708,0.9439469629767964,0.9496999771008828
87,1784.92,55,0,0,2,1355.97,1471.99,1345.86,1006.02,1024.94,1048.39,139.22,0.0,46.41,39.27,39.27,35.7,1,0.4126403424243103,0.4257781861371938,0.4363781009793156,0.24598301324429114,0.17531878179414204,0.2403188938439818,0.32273621973720584
88,3926.82,39,0,0,0,3323.91,3255.62,3039.21,2873.4,2818.99,2878.29,115.16,108.88,98.71,82.25,85.68,67.29,0,0.26701758674958365,0.2821188646283762,0.2682628691918652,0.22603786269806106,0.17092711150498374,0.15353644934068794,0.2279834573522597
89,8567.6,29,0,0,0,110.41,82.89,292.23,142.08,0.0,0.0,71.4,72.11,89.25,0.0,0.0,3.03,0,1.0,1.0,0.9834165927447592,0.9658912647649284,0.9903251785797657,0.9871130771744712,0.9877910188773208
90,1784.92,24,1,2,0,1744.26,1716.45,1735.44,951.97,929.44,958.5,71.4,79.71,38.66,39.27,49.98,107.1,1,0.4630011429083656,0.479281984626762,0.4666595701768146,0.0277211303587836,0.03836026264482443,0.02277973242498268,0.2496339705234221
91,2855.87,28,0,0,0,2281.12,2332.64,2362.2,2094.89,1550.06,1580.26,107.1,88.17,79.54,54.12,71.4,55.55,1,0.4466624881384657,0.4572371991722312,0.26646170869122193,0.1728615098026171,0.18321212099990547,0.2012521578363161,0.28794786410679296
92,713.97,24,1,2,2,248.53,281.95,272.24,310.29,340.6,352.88,42.84,0.0,42.84,35.7,17.85,17.85,1,0.5057495412972534,0.5229491435214365,0.5654019076431783,0.6186954633948205,0.6050954521898679,0.6519041416306007,0.5782992749461929
93,4640.79,29,2,2,0,6143.47,5589.97,5190.47,4859.08,4958.25,4551.61,0.0,117.8,89.25,99.17,4640.79,131.69,0,0.01921655580192172,-0.06840645665931877,-0.047037250123362614,-0.11844535089930815,-0.2045298322052927,-0.3237983188207181,-0.12383344215101308
94,7496.65,29,0,0,0,666.2,222.04,7.1,0.0,357.84,-0.64,222.19,7.1,7.14,357.84,0.0,0.0,0,1.0000853714659217,0.952266679116672,1.0,0.999052910299934,0.9703814370418788,0.911133639692396,0.9721533396028004
95,4640.79,28,0,0,0,3161.05,2663.95,2717.82,2771.91,2833.38,2858.4,96.71,98.17,98.78,105.7,103.99,107.1,0,0.38407038456814463,0.389461708028159,0.4027072976799209,0.414362640843477,0.4259705782851627,0.318855194912935,0.38923796738629984
96,4640.79,46,0,0,0,3954.16,4104.49,4318.64,1434.25,1482.52,1561.23,214.19,321.29,71.4,71.4,107.1,142.79,1,0.6635852947450758,0.6805457691470633,0.6909470154865874,0.06941706045737894,0.11556222108735803,0.14795541276377516,0.3946687956145398
97,713.97,22,0,0,0,573.42,532.9,500.21,427.13,423.63,458.72,55.87,71.61,71.79,249.89,71.4,142.79,0,0.3575080185441965,0.4066557418378924,0.4017535750801855,0.2993963331792653,0.2536100956622828,0.1968570107987732,0.31929679585043264
98,8567.6,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,3569.84,27,0,0,0,104.49,29.67,43.77,11.78,0.0,0.0,29.67,43.77,11.78,0.0,0.0,0.0,1,1.0,1.0,0.9967001322188108,0.9877389462833068,0.9916887031351544,0.9707297806064138,0.9911429270406144
100,6425.7,44,0,0,0,5409.66,4780.87,4880.21,4977.71,5123.18,5037.72,223.33,229.68,232.25,386.01,0.0,198.38,0,0.2160044820019608,0.20270476368333404,0.2253435423377997,0.24051698647618155,0.2559767807398416,0.1581212941780662,0.21644464156953067
101,7496.65,32,0,0,0,50.19,0.0,25.42,36.59,163.64,0.0,0.0,25.42,35.7,142.79,0.0,29.31,0,1.0,0.9781715833072104,0.9951191532217724,0.9966091520879324,1.0,0.9933050095709416,0.9938674830313096
102,5711.74,58,1,0,0,0.0,0.0,0.0,0.0,171.92,0.0,0.0,0.0,0.0,171.92,0.0,0.0,0,1.0,0.9699005907131628,1.0,1.0,1.0,1.0,0.9949834317855272
103,14636.32,45,0,0,0,21.31,83.03,273.81,62.86,247.39,0.0,83.14,273.81,62.86,247.39,0.0,95.49,0,1.0,0.9830975272472864,0.9957052045869452,0.981292428697924,0.9943271259442265,0.9985440329263092,0.9921610532337818
104,8567.6,55,0,0,0,8183.99,8306.76,6750.38,6799.86,6933.16,7079.45,311.9,267.95,232.07,232.07,249.92,606.91,0,0.17369508380409926,0.19076987721182131,0.20632849339371592,0.21210373967038607,0.0304449320696578,0.0447744992763435,0.143019437571004
105,1784.92,29,0,0,0,829.49,682.98,540.4,501.06,526.62,551.36,59.26,38.02,178.49,178.49,178.49,71.4,0,0.6911010017255674,0.7049615669049594,0.7192815364274029,0.6972413329448939,0.6173610021737669,0.5352788920511844,0.6608708887046292
106,2141.9,35,0,0,0,793.43,663.88,492.67,286.94,262.03,-5.46,46.12,80.14,5.75,262.03,0.0,726.14,0,1.0025491386152479,0.8776646902283021,0.8660348288902376,0.7699845931182595,0.6900508893972641,0.6295672066856529,0.8059752244891607
107,7496.65,32,0,0,2,5565.84,5898.33,5762.68,5885.23,6687.34,6642.71,464.08,0.0,202.27,888.39,224.26,231.83,0,0.11390954626399788,0.10795622044513208,0.21495201189864807,0.2312993136934497,0.21320456470556845,0.2575563751809141,0.18981300536461834
108,7139.67,26,0,0,0,77.79,229.9,139.51,-0.18,37.84,106.95,229.9,139.51,0.18,38.02,107.1,39.55,0,0.9850203160650284,0.9947000351556864,1.0000252112492594,0.980459881198991,0.9677996321958858,0.9891045384450542,0.9861849357183176
